Nro_Orden_Establecimiento;Periodo;INSERTOT;CODSEDE;Sede;CODSUBSEDE;Subsede;NOVEDAD;ESTADO
452406;2015;482359;4;Cali;14;Pasto;99;5
296886266;2015;1554554;4;Cali;14;Pasto;99;5
296886267;2015;2485762;4;Cali;14;Pasto;99;5
297838027;2015;1307902;4;Cali;14;Pasto;99;5
297718601;2015;405989;4;Cali;14;Pasto;99;5
10700555;2015;266744;4;Cali;14;Pasto;99;5
10700556;2015;360791;4;Cali;14;Pasto;99;5
10700557;2015;1745000;4;Cali;14;Pasto;99;5
297826952;2015;1265949;4;Cali;15;Popayán;99;5
296886217;2015;1088760;1;Barranquilla;16;Santa Marta;99;5
297826801;2015;24239978;1;Barranquilla;16;Santa Marta;99;5
297826802;2015;1493802;1;Barranquilla;16;Santa Marta;99;5
297826803;2015;3126000;1;Barranquilla;16;Santa Marta;99;5
297838055;2015;30970699;1;Barranquilla;16;Santa Marta;99;5
9816056;2015;11199145;1;Barranquilla;16;Santa Marta;99;5
9816058;2015;1178130;1;Barranquilla;16;Santa Marta;99;5
297826804;2015;2876794;1;Barranquilla;16;Santa Marta;99;5
441237;2015;1881573;1;Barranquilla;16;Santa Marta;99;5
297826653;2015;1884227;1;Barranquilla;16;Santa Marta;99;5
297839770;2015;5030684;1;Barranquilla;16;Santa Marta;99;5
297823689;2015;1778749;1;Barranquilla;16;Santa Marta;99;5
10400100;2015;3143700;1;Barranquilla;16;Santa Marta;99;5
412645;2015;632000;1;Barranquilla;16;Santa Marta;99;5
10700558;2015;985153;1;Barranquilla;16;Santa Marta;99;5
10700559;2015;517000;1;Barranquilla;16;Santa Marta;99;5
10700560;2015;577471;1;Barranquilla;16;Santa Marta;99;5
10700561;2015;22430197;1;Barranquilla;16;Santa Marta;99;5
378399;2015;2145625;2;Bogotá;17;Tunja;99;5
296886273;2015;2705782;2;Bogotá;17;Tunja;98;5
452209;2015;5663152;2;Bogotá;17;Tunja;99;5
297839496;2015;1430890;2;Bogotá;17;Tunja;99;5
297827967;2015;6511122;2;Bogotá;17;Tunja;99;5
452242;2015;3605100;2;Bogotá;17;Tunja;99;5
11700444;2015;1153938;2;Bogotá;17;Tunja;99;5
297826805;2015;1942541;2;Bogotá;18;Villavicencio;99;5
297718278;2015;2236424;2;Bogotá;18;Villavicencio;99;5
297826874;2015;389250;2;Bogotá;18;Villavicencio;99;5
297826880;2015;1474160;2;Bogotá;18;Villavicencio;99;5
297823318;2015;3666303;2;Bogotá;18;Villavicencio;99;5
297717022;2015;6177773;2;Bogotá;18;Villavicencio;99;5
359228;2015;3033223;2;Bogotá;2;Bogotá;99;5
416445;2015;1300316;2;Bogotá;18;Villavicencio;99;5
297822935;2015;2498120;2;Bogotá;18;Villavicencio;99;5
452022;2015;537481;2;Bogotá;18;Villavicencio;99;5
297827069;2015;1640912;2;Bogotá;18;Villavicencio;99;5
297825550;2015;24000;2;Bogotá;18;Villavicencio;99;5
297837540;2015;48570;2;Bogotá;18;Villavicencio;99;5
451473;2015;43000;2;Bogotá;18;Villavicencio;99;5
10400102;2015;7529000;2;Bogotá;18;Villavicencio;99;5
11800585;2015;2116472;2;Bogotá;18;Villavicencio;99;5
11800617;2015;1008539;2;Bogotá;18;Villavicencio;99;5
11800625;2015;246580;2;Bogotá;18;Villavicencio;99;5
299303288;2015;1569087;1;Barranquilla;21;Riohacha;99;5
297827496;2015;8846180;1;Barranquilla;21;Riohacha;99;5
9815982;2015;19943625;1;Barranquilla;22;San Andrés;99;5
296913989;2015;23126564;1;Barranquilla;22;San Andrés;99;5
296913990;2015;3528567;1;Barranquilla;22;San Andrés;99;5
297718663;2015;1067429;1;Barranquilla;22;San Andrés;99;5
297730498;2015;992406;1;Barranquilla;22;San Andrés;99;5
297826665;2015;6594117;1;Barranquilla;22;San Andrés;99;5
74973;2015;11762315;1;Barranquilla;22;San Andrés;99;5
9816029;2015;10096315;1;Barranquilla;22;San Andrés;99;5
296914091;2015;11937298;1;Barranquilla;22;San Andrés;99;5
297730513;2015;23706353;1;Barranquilla;22;San Andrés;99;5
297730514;2015;4064386;1;Barranquilla;22;San Andrés;99;5
297730681;2015;22958030;1;Barranquilla;22;San Andrés;99;5
297821667;2015;9888993;1;Barranquilla;22;San Andrés;99;5
452535;2015;17478951;1;Barranquilla;22;San Andrés;99;5
297826875;2015;8916073;1;Barranquilla;22;San Andrés;99;5
455784;2015;18577730;1;Barranquilla;22;San Andrés;99;5
296914053;2015;10351141;1;Barranquilla;22;San Andrés;99;5
297826666;2015;10407410;1;Barranquilla;22;San Andrés;99;5
297826646;2015;4852162;1;Barranquilla;22;San Andrés;99;5
297826948;2015;6836774;1;Barranquilla;22;San Andrés;99;5
297826737;2015;15064955;1;Barranquilla;22;San Andrés;99;5
299303281;2015;3351807;1;Barranquilla;22;San Andrés;99;5
452123;2015;40728532;1;Barranquilla;22;San Andrés;99;5
452124;2015;10744615;1;Barranquilla;22;San Andrés;99;5
452125;2015;6424000;2;Bogotá;91;Leticia;99;5
296913996;2015;5151150;1;Barranquilla;22;San Andrés;99;5
297730349;2015;4033267;1;Barranquilla;22;San Andrés;99;5
299303289;2015;1483763;1;Barranquilla;22;San Andrés;99;5
441678;2015;12000;1;Barranquilla;22;San Andrés;99;5
9809870;2015;588741;1;Barranquilla;22;San Andrés;99;5
441826;2015;7939207;1;Barranquilla;22;San Andrés;99;5
74974;2015;2807103;1;Barranquilla;22;San Andrés;99;5
10400103;2015;2377611;4;Cali;4;Cali;99;5
12200153;2015;1399392;4;Cali;4;Cali;99;5
10400104;2015;426356;4;Cali;4;Cali;99;5
10400105;2015;1462533;4;Cali;4;Cali;99;5
297823811;2015;691886;1;Barranquilla;22;San Andrés;99;5
297819033;2015;1801362;1;Barranquilla;22;San Andrés;99;5
444146;2015;946273;1;Barranquilla;23;Sincelejo;99;5
299303373;2015;1500000;1;Barranquilla;23;Sincelejo;99;5
297838035;2015;3165415;1;Barranquilla;24;Valledupar;99;5
297718293;2015;2761079;1;Barranquilla;24;Valledupar;99;5
297718291;2015;2720267;1;Barranquilla;24;Valledupar;99;5
297718319;2015;7141735;1;Barranquilla;24;Valledupar;99;5
297823856;2015;1153080;1;Barranquilla;24;Valledupar;99;5
12400285;2015;1894000;1;Barranquilla;24;Valledupar;99;5
12400286;2015;1521811;1;Barranquilla;24;Valledupar;99;5
451467;2015;4227025;2;Bogotá;2;Bogotá;99;5
297839487;2015;5348681;1;Barranquilla;9;Cartagena;99;5
